DATE,INDPRO
1938-07-01,6.4892666666666667
1938-10-01,7.1077333333333333
1939-01-01,7.3015666666666667
1939-04-01,7.3477333333333333
1939-07-01,7.9016000000000000
1939-10-01,8.8154666666666667
1940-01-01,8.5293000000000000
1940-04-01,8.7324000000000000
1940-07-01,9.2123666666666667
1940-10-01,9.7570000000000000
1941-01-01,10.6154666666666667
1941-04-01,11.3262333333333333
1941-07-01,11.7785666666666667
1941-10-01,12.0370333333333333
1942-01-01,12.6278333333333333
1942-04-01,12.4616333333333333
1942-07-01,13.1540000000000000
1942-10-01,14.2617000000000000
1943-01-01,15.0278333333333333
1943-04-01,15.4708666666666667
1943-07-01,16.2832000000000000
1943-10-01,16.9939666666666667
1944-01-01,17.1971000000000000
1944-04-01,17.1324666666666667
1944-07-01,17.1417000000000000
1944-10-01,17.0863000000000000
1945-01-01,16.7632333333333333
1945-04-01,15.9509000000000000
1945-07-01,13.7447333333333333
1945-10-01,12.2216666666666667
1946-01-01,11.7139333333333333
1946-04-01,12.0186000000000000
1946-07-01,13.1632000000000000
1946-10-01,13.8186000000000000
1947-01-01,14.1509000000000000
1947-04-01,14.1601333333333333
1947-07-01,14.1878333333333333
1947-10-01,14.5755333333333333
1948-01-01,14.7232000000000000
1948-04-01,14.8801333333333333
1948-07-01,15.0185666666666667
1948-10-01,14.8616666666666667
1949-01-01,14.3816666666666667
1949-04-01,13.9293666666666667
1949-07-01,13.9570333333333333
1949-10-01,13.8924666666666667
1950-01-01,14.6216666666666667
1950-04-01,15.8493333333333333
1950-07-01,17.1232333333333333
1950-10-01,17.4186000000000000
1951-01-01,17.7693666666666667
1951-04-01,17.8247666666666667
1951-07-01,17.4001333333333333
1951-10-01,17.5201666666666667
1952-01-01,17.9263333333333333
1952-04-01,17.6678333333333333
1952-07-01,18.1848000000000000
1952-10-01,19.4863333333333333
1953-01-01,19.8740333333333333
1953-04-01,20.1509666666666667
1953-07-01,20.1694000000000000
1953-10-01,19.2186333333333333
1954-01-01,18.6094000000000000
1954-04-01,18.5355333333333333
1954-07-01,18.6278666666666667
1954-10-01,19.1447666666666667
1955-01-01,20.1786666666666667
1955-04-01,21.0555666666666667
1955-07-01,21.3786666666666667
1955-10-01,21.8863333333333333
1956-01-01,21.9694333333333333
1956-04-01,21.8771333333333333
1956-07-01,21.7571000000000000
1956-10-01,22.5509666666666667
1957-01-01,22.7633000000000000
1957-04-01,22.4771666666666667
1957-07-01,22.5602000000000000
1957-10-01,21.6094333333333333
1958-01-01,20.3909333333333333
1958-04-01,20.0494000000000000
1958-07-01,21.1109666666666667
1958-10-01,22.0617333333333333
1959-01-01,23.0309666666666667
1959-04-01,24.1479333333333333
1959-07-01,23.1602000000000000
1959-10-01,23.2710000000000000
1960-01-01,24.6740666666666667
1960-04-01,24.1387000000000000
1960-07-01,23.7417666666666667
1960-10-01,23.1694666666666667
1961-01-01,22.8187000000000000
1961-04-01,23.7232666666666667
1961-07-01,24.4802333333333333
1961-10-01,25.3387000000000000
1962-01-01,25.7171666666666667
1962-04-01,25.9663666666666667
1962-07-01,26.2433333333333333
1962-10-01,26.4648666666666667
1963-01-01,26.9541000000000000
1963-04-01,27.6648666666666667
1963-07-01,27.8495000000000000
1963-10-01,28.3202666666666667
1964-01-01,28.7079666666666667
1964-04-01,29.3818333333333333
1964-07-01,29.8525666666666667
1964-10-01,30.3049000000000000
1965-01-01,31.4495333333333333
1965-04-01,32.1787666666666667
1965-07-01,32.8526333333333333
1965-10-01,33.5172333333333333
1966-01-01,34.4772333333333333
1966-04-01,35.1972333333333333
1966-07-01,35.7418333333333333
1966-10-01,36.0833666666666667
1967-01-01,35.8845666666666667
1967-04-01,35.7383333333333333
1967-07-01,35.9841666666666667
1967-10-01,36.9470666666666667
1968-01-01,37.4744333333333333
1968-04-01,37.9796666666666667
1968-07-01,38.2743666666666667
1968-10-01,38.8556000000000000
1969-01-01,39.6115000000000000
1969-04-01,39.7843333333333333
1969-07-01,40.2619000000000000
1969-10-01,40.0095333333333333
1970-01-01,39.0402000000000000
1970-04-01,38.8254000000000000
1970-07-01,38.6864000000000000
1970-10-01,37.8501000000000000
1971-01-01,38.5798333333333333
1971-04-01,38.9293000000000000
1971-07-01,39.0493333333333333
1971-10-01,39.9544666666666667
1972-01-01,41.6474666666666667
1972-04-01,42.4447000000000000
1972-07-01,42.9865333333333333
1972-10-01,44.4858333333333333
1973-01-01,45.7476333333333333
1973-04-01,46.1324666666666667
1973-07-01,46.5281000000000000
1973-10-01,47.2226000000000000
1974-01-01,46.8076333333333333
1974-04-01,46.8345666666666667
1974-07-01,46.6497000000000000
1974-10-01,44.7972666666666667
1975-01-01,41.8379666666666667
1975-04-01,41.2746333333333333
1975-07-01,42.2833333333333333
1975-10-01,43.2095333333333333
1976-01-01,44.5376000000000000
1976-04-01,45.1029000000000000
1976-07-01,45.7103666666666667
1976-10-01,46.5364333333333333
1977-01-01,47.4983333333333333
1977-04-01,48.9696333333333333
1977-07-01,49.5023333333333333
1977-10-01,49.8224666666666667
1978-01-01,49.6828666666666667
1978-04-01,51.6828666666666667
1978-07-01,52.1321666666666667
1978-10-01,53.0640333333333333
1979-01-01,53.2912666666666667
1979-04-01,53.1760333333333333
1979-07-01,53.0263666666666667
1979-10-01,53.2293333333333333
1980-01-01,53.4461333333333333
1980-04-01,51.1795333333333333
1980-07-01,50.3327000000000000
1980-10-01,52.2736000000000000
1981-01-01,52.3972000000000000
1981-04-01,52.5573333333333333
1981-07-01,53.0647333333333333
1981-10-01,51.9066666666666667
1982-01-01,50.8392666666666667
1982-04-01,50.1882000000000000
1982-07-01,49.4727666666666667
1982-10-01,48.5401333333333333
1983-01-01,49.1024666666666667
1983-04-01,50.1943666666666667
1983-07-01,51.9171666666666667
1983-10-01,53.2841333333333333
1984-01-01,54.8466333333333333
1984-04-01,55.6931666666666667
1984-07-01,56.0848333333333333
1984-10-01,56.1119000000000000
1985-01-01,56.2984333333333333
1985-04-01,56.3381333333333333
1985-07-01,56.2571333333333333
1985-10-01,56.5855666666666667
1986-01-01,56.9276666666666667
1986-04-01,56.5821000000000000
1986-07-01,56.7975666666666667
1986-10-01,57.4544000000000000
1987-01-01,58.2145333333333333
1987-04-01,59.2310333333333333
1987-07-01,60.3388000000000000
1987-10-01,61.8050000000000000
1988-01-01,62.3652333333333333
1988-04-01,62.8983333333333333
1988-07-01,63.1300333333333333
1988-10-01,63.5841000000000000
1989-01-01,63.8683000000000000
1989-04-01,63.6381666666666667
1989-07-01,63.2548000000000000
1989-10-01,63.5178000000000000
1990-01-01,63.9431666666666667
1990-04-01,64.4199000000000000
1990-07-01,64.6898333333333333
1990-10-01,63.6855333333333333
1991-01-01,62.4840333333333333
1991-04-01,62.8551666666666667
1991-07-01,63.7321000000000000
1991-10-01,63.8843000000000000
1992-01-01,63.8145000000000000
1992-04-01,64.9526666666666667
1992-07-01,65.4521333333333333
1992-10-01,66.1461333333333333
1993-01-01,66.7291000000000000
1993-04-01,66.8801000000000000
1993-07-01,67.1441333333333333
1993-10-01,68.1642000000000000
1994-01-01,69.0057333333333333
1994-04-01,70.2577666666666667
1994-07-01,71.1562666666666667
1994-10-01,72.6339000000000000
1995-01-01,73.3790333333333333
1995-04-01,73.6092333333333333
1995-07-01,74.2861666666666667
1995-10-01,74.9206000000000000
1996-01-01,75.4299000000000000
1996-04-01,77.0480333333333333
1996-07-01,78.0420666666666667
1996-10-01,79.1386333333333333
1997-01-01,80.6481000000000000
1997-04-01,81.8082000000000000
1997-07-01,83.6767000000000000
1997-10-01,85.7826666666666667
1998-01-01,86.7436666666666667
1998-04-01,87.3234000000000000
1998-07-01,87.9747333333333333
1998-10-01,89.2400333333333333
1999-01-01,90.2193000000000000
1999-04-01,91.0924666666666667
1999-07-01,91.9084666666666667
1999-10-01,93.5323666666666667
2000-01-01,94.4657333333333333
2000-04-01,95.6227666666666667
2000-07-01,95.5332666666666667
2000-10-01,95.3250333333333333
2001-01-01,94.0836666666666667
2001-04-01,92.8908666666666667
2001-07-01,91.6097333333333333
2001-10-01,90.6464000000000000
2002-01-01,91.3197000000000000
2002-04-01,92.7328666666666667
2002-07-01,93.2716333333333333
2002-10-01,93.2493666666666667
2003-01-01,93.7773000000000000
2003-04-01,93.1453666666666667
2003-07-01,93.7478666666666667
2003-10-01,94.6696000000000000
2004-01-01,95.3323000000000000
2004-04-01,95.8781000000000000
2004-07-01,96.4143000000000000
2004-10-01,97.7866000000000000
2005-01-01,99.1870000000000000
2005-04-01,99.6818666666666667
2005-07-01,99.2337333333333333
2005-10-01,100.1975000000000000
2006-01-01,101.1380000000000000
2006-04-01,101.7467000000000000
2006-07-01,102.1295666666666667
2006-10-01,102.3483666666666667
2007-01-01,103.2631666666666667
2007-04-01,104.5368666666666667
2007-07-01,104.8034333333333333
2007-10-01,105.1244666666666667
2008-01-01,104.7500666666666667
2008-04-01,103.1979333333333333
2008-07-01,99.7905000000000000
2008-10-01,95.5305333333333333
2009-01-01,90.1597333333333333
2009-04-01,87.5910333333333333
2009-07-01,88.9168000000000000
2009-10-01,90.3211000000000000
2010-01-01,92.1008666666666667
2010-04-01,93.8969000000000000
2010-07-01,95.1094333333333333
2010-10-01,95.4235333333333333
2011-01-01,95.9720333333333333
2011-04-01,96.3520333333333333
2011-07-01,97.4595000000000000
2011-10-01,98.4318333333333333
2012-01-01,99.3903000000000000
2012-04-01,100.0202333333333333
2012-07-01,100.0374666666666667
2012-10-01,100.5519666666666667
2013-01-01,101.3743333333333333
2013-04-01,101.7984333333333333
2013-07-01,102.0997333333333333
2013-10-01,102.8603333333333333
2014-01-01,103.6320666666666667
2014-04-01,105.0692666666666667
2014-07-01,105.6104666666666667
2014-10-01,106.3272000000000000
2015-01-01,105.4607000000000000
2015-04-01,104.1056666666666667
2015-07-01,104.0347333333333333
2015-10-01,102.7862666666666667
2016-01-01,102.3052666666666667
2016-04-01,101.7655333333333333
2016-07-01,102.0464333333333333
2016-10-01,102.2242333333333333
2017-01-01,102.4734333333333333
2017-04-01,103.7326333333333333
2017-07-01,103.3307333333333333
2017-10-01,105.2762666666666667
2018-01-01,105.9341666666666667
2018-04-01,107.3002333333333333
2018-07-01,108.1713666666666667
